did,name,kw,nr_attr,desc,feats
4534,PhishingWebsites,education,30,"**Author**: Rami Mustafa A Mohammad ( University of Huddersfield"",""rami.mohammad '@' hud.ac.uk"",""rami.mustafa.a '@' gmail.com) Lee McCluskey (University of Huddersfield"",""t.l.mcclu","Page_Rank, Links_in_tags, double_slash_redirecting, HTTPS_token, Abnormal_URL, Statistical_report, port, SFH, having_IP_"
46924,E-CommereShippingData,social,10,This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study). Fo,"Customer_care_calls, Cost_of_the_Product, Weight_in_gms, Prior_purchases, Discount_offered, Gender, Mode_of_Shipment, Ar"
1019,pendigits,unknown,16,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). The multi-class target feature is converted to a two-cla,"input11, input10, input3, input7, input8, input5, input15, input14, input9, input16, input12, input2, input6, input13, b"
1044,eye_movements,biology,27,"**Author**: **Source**: Unknown - Date unknown **Please cite**: Jarkko Salojarvi, Kai Puolamaki, Jaana Simola, Lauri Kovanen, Ilpo Kojo, Samuel Kaski. Inferring Relevance from Eye ","P2stFixation, firstPassFixDur, firstPassCnt, timePrtctg, landingPos, leavingPos, label, pupilDiamMax, titleNo, meanFixDu"
1053,jm1,unknown,21,"**Author**: [Mike Chapman, Galaxy Global Corporation](Robert.Chapman@ivv.nasa.gov) **Source**: [PROMISE Repository](http://promise.site.uottawa.ca/SERepository) **Please cite**: pl","total_Op, uniq_Opnd, ev(g), lOBlank, branchCount, total_Opnd, e, t, loc, d, lOCode, defects, uniq_Op, v, b, v(g), locCod"
46932,heloc,finance,23,This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study). Fo,"PercentInstallTrades, MaxDelqEver, MSinceMostRecentTradeOpen, NumSatisfactoryTrades, PercentTradesWBalance, PercentTrade"
1478,har,sensor_signal,561,"**Author**: Jorge L. Reyes-Ortiz, Davide Anguita, Alessandro Ghio, Luca Oneto and Xavier Parra **Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/human+activity+recognition+","V370, V506, V170, V412, V199, V453, V205, V375, V313, V260, V47, V316, V360, V386, V129, V158, V344, V465, V500, V276, V"
46819,WBCAtt,health,11,"The examination of blood samples at a microscopic level plays a fundamental role in clinical diagnostics. For instance, an in-depth study of White Blood Cells (WBCs), a crucial com","nuclear_cytoplasmic_ratio, chromatin_density, granularity, cytoplasm_texture, granule_colour, cell_shape, nucleus_shape,"
1459,artificial-characters,image,7,"**Author**: H. Altay Guvenir, Burak Acar, Haldun Muderrisoglu **Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/Artificial+Characters) - 1992 **Please cite**: [UCI](https:/","V4, V6, V7, Class, V5, V3, V2, V1"
46282,internet_usage,social,68,"From original source: ----- As part of our continued commitment towards the WWW community and its success, we are again making available the entire data sets for this set of survey","Disability_Not Impaired, Not Purchasing_Easier locally, Not Purchasing_Judge quality, Not Purchasing_Company policy, Act"
43920,kdd_internet_usage,unknown,70,This data contains general demographic information on internet users in 1997.,"community_membership_hobbies, community_membership_family, not_purchasing_bad_press, community_membership_none, who_pays"
46868,Phishing_Legitimate_full,finance,48,Context Anti-phishing refers to efforts to block phishing attacks. Phishing is a kind of cybercrime where attackers pose as known or trusted entities and contact individuals throug,"SubdomainLevel, ExtFormAction, IframeOrFrame, NumDashInHostname, NumNumericChars, NumUnderscore, NumSensitiveWords, Abno"
46911,Bank_Customer_Churn,social,10,This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study). Fo,"credit_score, active_member, credit_card, balance, country, tenure, age, estimated_salary, products_number, churn, gende"
41165,robert,social,1000,"The goal of this challenge is to expose the research community to real world datasets of interest to 4Paradigm. All datasets are formatted in a uniform way, though the type of data","V2548, V5481, V7145, V5354, V2330, V5814, V4515, V4610, V3931, V4953, V2107, V6034, V4541, V4875, V815, V5327, V6479, V6"
41163,dilbert,health,1000,"SOURCE: [ChaLearn Automatic Machine Learning Challenge (AutoML)](https://competitions.codalab.org/competitions/2321), [ChaLearn](https://automl.chalearn.org/data) This is a ""superv","V1685, V1618, V1240, V1116, V646, V1125, V1419, V386, V158, V1583, V1193, V135, V1742, V1748, V815, V1876, V975, V1046, "
46298,electrical_grid_stability_simulated_classification,unknown,12,From original source: ----- The local stability analysis of the 4-node star system (electricity producer is in the center) implementing Decentral Smart Grid Control concept. Additi,"p3, tau1, tau2, g3, tau3, tau4, p4, g1, p2, stabf, g2, g4, p1"
375,JapaneseVowels,unknown,14,"**Author**: Mineichi Kudo, Jun Toyama, Masaru Shimbo **Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/Japanese+Vowels) **Please cite**: **Japanese vowels** This dataset re","frame, coefficient11, coefficient9, coefficient6, coefficient12, speaker, coefficient5, coefficient3, coefficient4, coef"
42140,SVHN_small,unknown,1000,10% stratified subsample of the original SVHN data,"pixel1967, pixel1212, pixel3012, pixel277, pixel1965, pixel30, pixel1785, pixel1520, pixel540, pixel2549, pixel632, pixe"
4538,GesturePhaseSegmentationProcessed,image,32,"**Author**: Renata Cristina Barros Madeo (Madeo"",""R. C. B.) Priscilla Koch Wagner (Wagner"",""P. K.) Sarajane Marques Peres (Peres"",""S. M.) {renata.si"",""priscilla.wagner"",""sarajane} ","X32, X19, X17, X23, X24, X14, X21, X5, X30, X22, X6, X26, X10, X16, Phase, X1, X3, X29, X25, X31, X4, X11, X27, X8, X7, "
45553,FICO-HELOC-cleaned,finance,23,"This dataset is from the ""Explainable Machine Learning Challenge"": > The Explainable Machine Learning Challenge is a collaboration between Google, FICO and academics at Berkeley, O","PercentInstallTrades, MaxDelqEver, MSinceMostRecentTradeOpen, NumSatisfactoryTrades, PercentTradesWBalance, PercentTrade"
46281,insurance_company,finance,85,From original source: ----- Additional Information Information about customers consists of 86 variables and includes product usage data and socio-demographic data derived from zip ,"4, 62, 2, 48, 41, 39, 54, 68, 38, 43, 73, 36, 75, 82, 5, 59, 23, target, 32, 51, 7, 69, 40, 50, 16, 61, 76, 13, 57, 71, "
46916,coil2000_insurance_policies,finance,85,This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study). Fo,"contributionMotorcycleScooterPolicies, otherReligion, mediumLevelEducation, income30To45k, rentedHouse, contributionFire"
819,delta_elevators,unknown,6,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"Altitude, climbRate, diffDiffClb, RollRate, binaryClass, curRoll, diffClb"
1056,mc1,education,38,"**Author**: Mike Chapman, NASA **Source**: [tera-PROMISE](http://openscience.us/repo/defect/mccabehalsted/mc1.html) - 2004 **Please cite**: Sayyad Shirabad, J. and Menzies, T.J. (2","HALSTEAD_ERROR_EST, NUM_UNIQUE_OPERANDS, GLOBAL_DATA_DENSITY, MODIFIED_CONDITION_COUNT, NUM_OPERANDS, NUMBER_OF_LINES, N"
41082,USPS,image,256,"The dataset and this description is made available on http://www-stat.stanford.edu/~tibs/ElemStatLearn/data.html. Normalized handwritten digits, automatically scanned from envelope","double86, double168, double235, double55, double27, double238, double246, double40, double216, double84, double255, doub"
41972,Indian_pines,unknown,220,**Author**: Manvel Khudinyan **Source**: [original](https://purr.purdue.edu/publications/1947/1) - The imagery was collected on 12 June 1992 and represents a 2.9 by 2.9 km area in ,"4, 62, 133, 114, 2, 216, 48, 41, 131, 39, 54, 68, 92, 38, 43, 107, 113, 192, 98, 73, 36, 115, 75, 82, 93, 175, 209, 121,"
373,UNIX_user_data,social,2,**Author**: Terran Lane (terran@ecn.purdue.edu) **Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/UNIX+User+Data) - Date unknown **Please cite**: This file contains 9 sets ,"history, user, session"
923,visualizing_soil,unknown,4,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"easting, northing, resistivity, binaryClass, isns"
41164,fabert,health,800,"SOURCE: [ChaLearn Automatic Machine Learning Challenge (AutoML)](https://competitions.codalab.org/competitions/2321), [ChaLearn](https://automl.chalearn.org/data) This is a ""superv","V370, V506, V668, V170, V412, V199, V453, V701, V738, V205, V645, V793, V375, V313, V260, V47, V623, V316, V360, V583, V"
761,cpu_act,unknown,21,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"wchar, pgout, freemem, vflt, ppgout, pflt, rchar, pgfree, runqsz, fork, pgscan, ppgin, swrite, scall, lwrite, binaryClas"
735,cpu_small,unknown,12,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"wchar, freemem, freeswap, scall, swrite, rchar, runqsz, lwrite, exec, lread, binaryClass, fork, sread"
725,bank8FM,unknown,8,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"a2pop, a1cy, b2y, b2x, mxql, a1cx, temp, binaryClass, a3pop"
752,puma32H,unknown,32,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"da4, thetad3, db3, tau1, da3, tau2, db4, theta4, thetad6, db1, theta2, tau5, da2, db2, theta5, dm4, da1, tau4, db5, thet"
833,bank32nh,unknown,32,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"b2x, b2eff, a3cx, b3eff, a1sx, a2sy, b1call, a1pop, b3x, a2pop, a3cy, mxql, a3sx, a2sx, temp, a2rho, b2call, a1sy, a1cy,"
807,kin8nm,unknown,8,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"theta3, theta5, theta1, theta7, theta6, theta4, theta8, theta2, binaryClass"
816,puma8NH,unknown,8,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"thetad3, tau1, theta3, tau2, theta1, thetad1, theta2, thetad2, binaryClass"
43922,mushroom,unknown,22,"Mushroom records drawn from The Audubon Society Field Guide to North American Mushrooms (1981). G. H. Lincoff (Pres.), New York: Alfred A. Knopf","spore-print-color, gill_color, stalk_shape, veil_type, habitat, cap_surface, ring_number, stalk_surface_below_ring, gill"
43985,isolet,image,613,"Dataset used in the tabular data benchmark https://github.com/LeoGrin/tabular-benchmark, transformed in the same way. This dataset belongs to the ""classification on numerical featu","f608, f190, f170, f416, f458, f72, f32, f171, f233, f90, f409, f447, f162, f146, f116, f260, f53, f215, f557, f538, f22,"
46969,NATICUSdroid,unknown,86,This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study). Fo,"com.htc.launcher.permission.UPDATE_SHORTCUT, com.android.vending.CHECK_LICENSE, com.majeur.launcher.permission.UPDATE_BA"
1507,twonorm,unknown,20,**Author**: Michael Revow **Source**: http://www.cs.toronto.edu/~delve/data/twonorm/desc.html **Please cite**: * Twonorm dataset This is an implementation of Leo Breiman's twonorm ,"V13, V10, Class, V15, V1, V17, V6, V11, V8, V19, V3, V4, V12, V16, V2, V14, V7, V9, V18, V5, V20"
1496,ringnorm,unknown,20,"**Author**: Michael Revow **Source**: http://www.cs.toronto.edu/~delve/data/ringnorm/desc.html **Please cite**: 1: Abstract: This is a 20 dimensional, 2 class classification proble","V13, V10, Class, V15, V1, V17, V6, V11, V8, V19, V3, V4, V12, V16, V2, V14, V7, V9, V18, V5, V20"
803,delta_ailerons,unknown,5,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"PitchRate, diffRollRate, currPitch, RollRate, binaryClass, currRoll"
42178,telco-customer-churn,social,19,"Context ""Predict behavior to retain customers. You can analyze all relevant customer data and develop focused customer retention programs."" [IBM Sample Data Sets] Content Each row ","TechSupport, Partner, TotalCharges, PhoneService, InternetService, Churn, SeniorCitizen, StreamingTV, PaymentMethod, gen"
46280,blastchar,social,19,"From original source: ----- Context ""Predict behavior to retain customers. You can analyze all relevant customer data and develop focused customer retention programs."" [IBM Sample ","TechSupport, Partner, TotalCharges, PhoneService, InternetService, Churn, SeniorCitizen, StreamingTV, PaymentMethod, gen"
46962,taiwanese_bankruptcy_prediction,finance,94,This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study). Fo,"Operating_Profit_to_PaidIn_Capital, Interest_Coverage_Ratio, Cash_Flow_Per_Share, Retained_Earnings_to_Total_Assets, Qui"
40666,clean2,unknown,168,Derived from the Musk dataset: https://www.openml.org/d/1116,"f120, f7, f25, f72, f48, f32, f1, f90, f23, f118, f126, f162, f27, f146, f52, f116, f53, f96, f24, f87, f138, f35, f102,"
1116,musk,unknown,167,**Author**: **Source**: Unknown - Date unknown **Please cite**: Dataset from the MLRR repository: http://axon.cs.byu.edu:5000/ More infos: https://archive.ics.uci.edu/ml/datasets/M,"f120, f7, f25, f72, f48, f32, f1, f90, f23, f118, f126, f162, f27, f146, f52, f116, f53, f96, f24, f87, f138, f35, f102,"
847,wind,unknown,14,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"BIR, KIL, CLO, MUL, VAL, year, month, SHA, RPT, CLA, day, BEL, binaryClass, DUB, ROS"
182,satimage,image,36,"**Author**: Ashwin Srinivasan, Department of Statistics and Data Modeling, University of Strathclyde **Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/Statlog+(Landsat+Sate","C21attr, D22attr, Battr, Dattr, C3attr, C15attr, B2attr, E29attr, D10attr, C9attr, A7attr, E5attr, D16attr, D28attr, A1a"
1475,first-order-theorem-proving,education,51,"**Author**: James P Bridge, Sean B Holden and Lawrence C Paulson **Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/First-order+theorem+proving) **Please cite**: James P Bri","V26, V13, V23, V50, V10, V45, Class, V24, V28, V34, V15, V47, V1, V17, V6, V32, V22, V40, V31, V11, V8, V19, V27, V3, V4"
47152,aztrees4,unknown,21,"aztrees4 data in SOAK paper by Hocking et al. Statistical Analysis and Data Mining (2026), subset_type=time/space file=aztrees4","SAMPLE_1, region4, SAMPLE_5, SAMPLE_12, SAMPLE_21, SAMPLE_10, SAMPLE_3, SAMPLE_4, SAMPLE_18, SAMPLE_19, SAMPLE_16, SAMPL"
47151,aztrees3,unknown,21,"aztrees3 data in SOAK paper by Hocking et al. Statistical Analysis and Data Mining (2026), subset_type=time/space file=aztrees3","SAMPLE_1, SAMPLE_5, SAMPLE_12, SAMPLE_21, SAMPLE_10, SAMPLE_3, SAMPLE_4, SAMPLE_18, SAMPLE_19, SAMPLE_16, SAMPLE_11, SAM"
41145,philippine,social,308,"The goal of this challenge is to expose the research community to real world datasets of interest to 4Paradigm. All datasets are formatted in a uniform way, though the type of data","V170, V199, V205, V260, V47, V129, V158, V276, V135, V273, V211, V171, V215, V258, V9, V234, V228, V200, V87, V149, V31,"
980,optdigits,unknown,64,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). The multi-class target feature is converted to a two-cla,"input39, input63, input53, input38, input29, input36, input20, input16, input6, input23, input52, input22, input40, inpu"
1069,pc2,education,36,"**Author**: Mike Chapman, NASA **Source**: [tera-PROMISE](http://openscience.us/repo/defect/mccabehalsted/pc2.html) - 2004 **Please cite**: Sayyad Shirabad, J. and Menzies, T.J. (2","HALSTEAD_ERROR_EST, NUM_UNIQUE_OPERANDS, MODIFIED_CONDITION_COUNT, NUM_OPERANDS, NUMBER_OF_LINES, NORMALIZED_CYLOMATIC_C"
40499,texture,image,40,"**Author**: Laboratory of Image Processing and Pattern Recognition (INPG-LTIRF), Grenoble - France. **Source**: [ELENA project](https://www.elen.ucl.ac.be/neural-nets/Research/Proj","V26, V13, V23, V10, Class, V24, V28, V34, V15, V1, V17, V6, V32, V22, V40, V31, V11, V8, V19, V27, V3, V4, V35, V12, V16"
30,page-blocks,text,10,**Author**: **Source**: Unknown - **Please cite**: 1. Title of Database: Blocks Classification 2. Sources: (a) Donato Malerba Dipartimento di Informatica University of Bari via Ora,"p_and, eccen, p_black, blackpix, blackand, class, height, mean_tr, wb_trans, lenght, area"
1525,wall-robot-navigation,sensor_signal,2,"**Author**: Ananda Freire, Marcus Veloso and Guilherme Barreto **Source**: [original](http://www.openml.org/d/1497) - UCI **Please cite**: * Dataset Title: Wall-Following Robot Nav","Class, V2, V1"
41142,christine,health,1000,"SOURCE: [ChaLearn Automatic Machine Learning Challenge (AutoML)](https://competitions.codalab.org/competitions/2321), [ChaLearn](https://automl.chalearn.org/data) This is a ""superv","V1618, V1240, V1116, V646, V1125, V1419, V386, V158, V1583, V1193, V135, V815, V975, V1046, V772, V273, V211, V1347, V17"
1489,phoneme,text,5,"**Author**: Dominique Van Cappel, THOMSON-SINTRA **Source**: [KEEL](http://sci2s.ugr.es/keel/dataset.php?cod=105#sub2), [ELENA](https://www.elen.ucl.ac.be/neural-nets/Research/Proj","V4, Class, V5, V3, V2, V1"
1460,banana,unknown,2,**Author**: **Source**: KEEL **Please cite**: An artificial data set where instances belongs to several clusters with a banana shape. There are two attributes At1 and At2 correspon,"Class, V2, V1"
42193,compas-two-years,unknown,13,Original data from https://github.com/propublica/compas-analysis/ by ProPublica. The data was subsequently preprocessed and reduced to relevant features for classification. The tar,"juv_fel_count, priors_count, c_charge_degree_F, age_cat_25-45, juv_other_count, race_African-American, race_Caucasian, t"
44124,kdd_ipums_la_97-small,unknown,20,"Dataset used in the tabular data benchmark https://github.com/LeoGrin/tabular-benchmark, transformed in the same way. This dataset belongs to the ""classification on numerical featu","inctot, eldch, rent, occscore, incfarm, momloc, famsize, nchild, incwage, sei, poverty, value, incss, yngch, ftotinc, bi"
44186,KDDCup09_upselling,social,49,"Dataset used in the tabular data benchmark https://github.com/LeoGrin/tabular-benchmark, transformed in the same way. This dataset belongs to the ""classification on categorical and","Var6, Var132, Var65, Var194, Var149, Var81, Var144, Var133, Var153, Var223, Var207, Var211, Var38, Var109, Var208, Var16"
41146,sylvine,health,20,"SOURCE: [ChaLearn Automatic Machine Learning Challenge (AutoML)](https://competitions.codalab.org/competitions/2321), [ChaLearn](https://automl.chalearn.org/data) This is a ""superv","V13, V10, V15, V1, V17, V6, class, V11, V8, V19, V3, V4, V12, V16, V2, V14, V7, V9, V18, V5, V20"
40900,Satellite,image,36,**Author**: Markus Goldstein **Source**: [Dataverse](http://www.madm.eu/downloads https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OPQMVF) **Please cite**: ,"V26, V13, V23, V10, V24, V28, V34, V15, Target, V1, V17, V6, V32, V22, V31, V11, V8, V19, V27, V3, V4, V35, V12, V16, V3"
46806,product_sentiment_machine_hack,text,4,"Classify the sentiment (4-way classification) of user reviews of products based on the review text and product type (e.g. Tablet, Mobile, etc.). Intuitively, we expect most of the ","Product_Type, Product_Description, Text_ID, Unnamed: 0, Sentiment"
43607,WMO-Hurricane-Survival-Dataset,education,22,"It is estimated that 10,000 people die each year worldwide due to hurricanes and tropical storms. The majority of human deaths are caused by flooding. Hurricane Irma hit Florida as","FAV_COLR, Dist_Coast, FAV_SPORT, Class, ID, DOB, GENDER, FAV_SUBJ, EDU_DATA, FAV_TV, EMP_DATA, SALARY, DIST_FRM_COAST, F"
46880,air-quality-and-pollution-assessment,health,9,Environmental Metrics and Demographic Insights for Predicting Air Quality About Dataset This dataset focuses on air quality assessment across various regions. The dataset contains ,"Humidity, CO, Population_Density, Proximity_to_Industrial_Areas, Air_Quality, Temperature, PM10, NO2, PM2.5, SO2"
40701,churn,social,20,"**Author**: Unknown **Source**: [PMLB](https://github.com/EpistasisLab/penn-ml-benchmarks/tree/master/datasets/classification), [BigML](https://bigml.com/user/francisco/gallery/dat","account_length, total_day_minutes, area_code, total_intl_charge, total_intl_minutes, total_eve_charge, total_night_calls"
46372,Multiclass_Classification_for_Corporate_Credit_Ratings,finance,7,"This dataset is derived from the Credit Risk Analytics book by Harald, Daniel, and Bart, as described in the Medium article by Roi Polanitzer. It focuses on predicting financial di","size, costtoincome, roe, spid, commeqta, liqassta, llploans, rating"
60,waveform-5000,sensor_signal,40,"**Author**: Breiman,L., Friedman,J.H., Olshen,R.A., & Stone,C.J. **Source**: [UCI](http://archive.ics.uci.edu/ml/datasets/waveform+database+generator+(version+2)) - 1988 **Please c","x21, x4, x9, x20, x30, x33, x3, x25, x24, x38, x5, x16, x37, class, x6, x32, x27, x23, x1, x26, x8, x14, x28, x34, x12, "
44037,rl,social,12,"Dataset used in the tabular data benchmark https://github.com/LeoGrin/tabular-benchmark, transformed in the same way. This dataset belongs to the ""classification on categorical and","V17, V6, V14, V20, V22, V19, class, V18, V21, V8, V5, V15, V1"
43892,national-longitudinal-survey-binary,unknown,16,National Longitudinal Survey (Binarized) Survey results from the U.S. Bureau of Labor Statistics to gather information on the labour market activities and other life events of seve,"famsize, race, charged, jobsnum90, partner, illegalact, jobtrain90, income96gt17, height, genhealth, weight, income96, a"
40983,wilt,image,5,"**Author**: Brian Johnson **Source**: [UCI] (https://archive.ics.uci.edu/ml/datasets/Wilt) **Please cite**: Johnson, B., Tateishi, R., Hoan, N., 2013. A hybrid pansharpening approa","Mean_NIR, GLCM_Pan, class, Mean_G, SD_Plan, Mean_R"
46925,Employee,unknown,8,This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study). Fo,"EverBenched, PaymentTier, Education, JoiningYear, Age, Gender, LeaveOrNot, City, ExperienceInCurrentDomain"
44095,spambase_reproduced,text,57,"**Author**: Mark Hopkins, Erik Reeber, George Forman, Jaap Suermondt **Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/spambase) **Please cite**: [UCI](https://archive.ics.","word_freq_000, word_freq_font, word_freq_email, word_freq_lab, word_freq_table, char_freq_%28, word_freq_parts, word_fre"
44,spambase,text,57,"**Author**: Mark Hopkins, Erik Reeber, George Forman, Jaap Suermondt **Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/spambase) **Please cite**: [UCI](https://archive.ics.","word_freq_000, word_freq_font, word_freq_email, word_freq_lab, word_freq_table, char_freq_%28, word_freq_parts, word_fre"
47153,spam,text,57,"spam data in SOAK paper by Hocking et al. Statistical Analysis and Data Mining (2026), subset_type=train/test file=spam","x47, x56, x21, x4, x9, x20, x30, predefined.set, x3, x33, x25, x24, x38, x5, x16, x37, x6, x57, x32, x27, x23, x1, x26, "
1037,ada_prior,social,14,**Author**: **Source**: Unknown - Date unknown **Please cite**: Datasets from the Agnostic Learning vs. Prior Knowledge Challenge (http://www.agnostic.inf.ethz.ch) Dataset from: ht,"maritalStatus, educationNum, occupation, race, relationship, capitalLoss, hoursPerWeek, nativeCountry, workclass, sex, a"
46960,students_dropout_and_academic_success,education,36,This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study). Fo,"Educational_special_needs, Mothers_occupation, Application_order, Curricular_units_1st_sem_without_evaluations, Curricul"
43925,eucalyptus,unknown,7,jobScheduling: HPC Job Scheduling Data In AppliedPredictiveModeling: Functions and Data Sets for 'Applied Predictive Modeling',"NumPending, InputFields, Iterations, Day, Hour, Class, Protocol, Compounds"
1039,hiva_agnostic,biology,1000,**Author**: **Source**: Unknown - Date unknown **Please cite**: Datasets from the Agnostic Learning vs. Prior Knowledge Challenge (http://www.agnostic.inf.ethz.ch) Dataset from: ht,"attr161, attr833, attr1265, attr712, attr1004, attr870, attr210, attr1220, attr976, attr423, attr32, attr1240, attr66, a"
720,abalone,unknown,8,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"Length, Whole weight, Shucked weight, Viscera weight, Diameter, Sex, binaryClass, Shell weight, Height"
41156,ada,social,48,"The goal of this challenge is to expose the research community to real world datasets of interest to 4Paradigm. All datasets are formatted in a uniform way, though the type of data","V26, V13, V23, V10, V45, V24, V28, V34, V15, V47, V1, V17, V6, V32, V22, V40, class, V31, V11, V8, V19, V27, V3, V4, V46"
728,analcatdata_supreme,unknown,7,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"Actions_taken, Liberal, Year_of_decision, Lower_court_disagreement, Precedent_alteration, Unconstitutional, Unanimous, b"
43051,art_daily_nojump4,unknown,2,artificial with anomaly,"Class, value, timestamp"
42810,PCam,unknown,1000,,"f2254, f13721, f19540, f21933, f8984, f27305, f26475, f6212, f15697, f4706, f19323, f11061, f16969, f15289, f18238, f104"
46578,tiniest-imagenet-200,image,1,Tiny ImageNet contains 100000 images of 200 classes (500 for each class) downsized to 64 x 64 colored images. !!! This dataset only links to 20 images per class (instead of the usu,"label, image_path"
871,pollen,unknown,5,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"NUB, CRACK, RIDGE, WEIGHT, binaryClass, DENSITY"
40497,thyroid-ann,health,21,This directory contains Thyroid datasets. &quot;ann-train.data&quot; contains 3772 learning examples and &quot;ann-test.data&quot; contains 3428 testing examples. I have obtained t,"V13, V10, Class, V15, V1, V17, V6, V11, V8, V19, V3, V4, V12, V16, V2, V14, V7, V9, V18, V5, V20, V21"
41946,Sick_numeric,unknown,29,Sick dataset from the opencc18 with all textual binary variables label encoded.,"query_hypothyroid, FTI_measured, referral_source, TBG, T4U_measured, TT4, Class, query_hyperthyroid, TBG_measured, pregn"
40708,allrep,unknown,29,allrep-pmlb,"query_hypothyroid, FTI_measured, referral_source, TBG, T4U_measured, TT4, query_hyperthyroid, TBG_measured, pregnant, qu"
40713,dis,unknown,29,dis-pmlb,"query_hypothyroid, FTI_measured, referral_source, TBG, T4U_measured, TT4, query_hyperthyroid, TBG_measured, pregnant, qu"
46912,Bioresponse,biology,1000,This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study). Fo,"D1108, D776, D950, D123, D289, D1038, D1140, D1644, D1430, D1701, D1168, D985, D1647, D219, D751, D911, D103, D1153, D13"
46800,AVIDa-SARS-CoV-2,text,5,AVIDa-SARS-CoV-2 is a dataset featuring the antigen-variable domain of heavy chain of heavy chain antibody (VHH) interactions obtained from two alpacas immunized with severe acute ,"subject_name, subject_sex, subject_species, label, VHH_sequence, Ag_label"
40910,Speech,text,400,&quot;The speech dataset was also provided by (see citation request) and contains real world data from recorded English language. The normal class contains data from persons having,"V370, V170, V199, V205, V375, V313, V260, V47, V316, V360, V386, V129, V158, V344, V276, V135, V387, V368, V333, V323, V"
46764,football-player-position,unknown,11,"Multi-class classification dataset with the goal to predict players positions based on features of the player like height, shots per match, ingame minutes per match, and others. Th","Minutes/Match, Assists/Match, Matches, Yellow Cards/Match, Shots/Match, class, Red Cards/Match, Aerials Won, Age, Goals/"
